Rank,ID,Background,Hair,Skin,Eyes,Body,Head,Accessory,Glasses,Hands,Total
822,802,3.235747304,2.205882353,0.4474272931,0.2169421488,0.7543103448,0.6598440546,0,0,0.9052948773,8.425448375
823,2952,0.2907983106,0.9345794393,2.405498282,1.928374656,0.8522727273,0.7831116252,0,0.5750469043,0.6531055901,8.422787534
824,2391,1.80102916,0.4444444444,2.405498282,0.5259203606,1.640625,0,0,0,1.604118993,8.42163624
825,2313,0.2907983106,1.298701299,1.678657074,3.856749311,0.5009541985,0,0,0,0.7950850662,8.42094526
826,1433,4.713804714,0.3896103896,0.4410838059,1.100340582,1.215277778,0.5524275806,0,0,0,8.412544849
827,954,0.9026434558,3.157894737,1.218450827,1.100340582,1.396276596,0.6362781955,0,0,0,8.411884392
828,3899,0.4294917681,3.846153846,0.4410838059,0.5362614913,0.7543103448,0,0,0.7992177314,1.604118993,8.410637981
829,2142,0.9090909091,2.205882353,0.4410838059,0.2169421488,0.7056451613,0,0,3.929487179,0,8.408131557
830,2979,0.2907983106,0.4444444444,0.8641975309,0.5259203606,4.1015625,0.7831116252,0,0.6736263736,0.7199589182,8.403620064
831,1855,4.713804714,0.4444444444,0.4474272931,0.2169421488,0.7543103448,0,1.082539683,0,0.7433722163,8.402840844
832,768,0.9026434558,0.4195804196,0.4474272931,0.5259203606,1.5625,0.3872997712,0,0,4.156126482,8.401497782
833,4015,0.4294917681,0.4444444444,1.678657074,3.856749311,0.5561440678,0.630647415,0,0,0.7950850662,8.391219147
834,1986,0.2907983106,0.3896103896,1.859229748,0.2169421488,0.7211538462,4.191950464,0,0,0.7199589182,8.389643825
835,2910,0.4294917681,0.4195804196,1.678657074,3.856749311,0.8989726027,0.4510326449,0,0,0.6531055901,8.387589411
836,2730,0.4294917681,2.205882353,0.8641975309,0.5259203606,1.426630435,1.113486842,0,0.322971549,1.498930862,8.387511701
837,402,1.55210643,3.846153846,0.8641975309,0.5259203606,0.9114583333,0,0.682,0,0,8.381836501
838,2030,0.4294917681,0.4444444444,1.678657074,3.856749311,0.9114583333,0.4510326449,0,0,0.6055283616,8.377361938
839,2851,0.2907983106,2.586206897,0.8641975309,0.2169421488,1.682692308,0,1.065625,0.7992177314,0.8708074534,8.376487379
840,1568,0.9090909091,2.586206897,1.218450827,0.2169421488,0.9375,0.9020652898,0,0,1.604118993,8.374375064
841,1353,0.2907983106,1.477832512,0.4474272931,1.100340582,0.8522727273,4.191950464,0,0,0,8.360621889
842,2549,0.9090909091,0.9036144578,2.405498282,1.928374656,0.8306962025,0.8797920728,0,0.5016366612,0,8.358703241
843,1612,0.9026434558,0.4195804196,2.405498282,1.928374656,1.286764706,0.8797920728,0,0,0.534706331,8.357359923
844,1861,0.2907983106,0.4444444444,0.4410838059,0.2169421488,0.5912162162,0.8585922638,0,4.715384615,0.7950850662,8.353546871
845,3454,0.2907983106,0.3896103896,1.678657074,3.743315508,0.8989726027,0.630647415,0,0,0.7199589182,8.351960218
846,2916,0.4294917681,1.020408163,1.678657074,3.743315508,0.7543103448,0,0,0,0.7199589182,8.346141777
847,774,0.9090909091,0.4444444444,1.678657074,3.856749311,0.6628787879,0.7831116252,0,0,0,8.334932152
848,3081,3.602058319,0.3896103896,0.4474272931,0.2169421488,1.822916667,0.3872997712,0,0.7484737485,0.7199589182,8.334687255
849,1401,0.4294917681,0.3896103896,1.275045537,1.100340582,0.5561440678,2.036090226,0,0.9430769231,1.604118993,8.333918486
850,1593,0.2907983106,0.9345794393,2.405498282,1.928374656,1.262019231,0.9020652898,0,0,0.6055283616,8.32886357
851,1818,1.55210643,2.205882353,0.4410838059,0.5362614913,1.526162791,1.113486842,0.682,0.2694505495,0,8.326434263
852,2276,1.80102916,2.205882353,0.4474272931,0.2169421488,0.6981382979,2.095975232,0,0.8573426573,0,8.322737142
853,539,0.9026434558,0.9036144578,1.218450827,0.2169421488,0.7211538462,0,0,0,4.354037267,8.316842002
854,196,3.602058319,0.9345794393,0.4410838059,0.2169421488,1.526162791,0.6090868196,0,0.2694505495,0.7143342391,8.313698112
855,78,1.081637909,0.3896103896,1.218450827,1.100340582,0.7543103448,2.375438596,0.6959183673,0,0.6979754398,8.313682455
856,2153,0.9026434558,0.4195804196,1.859229748,0.5259203606,0.7211538462,1.781578947,0,0.6736263736,1.428668478,8.312401629
857,736,1.081637909,3.157894737,0.4474272931,0.5362614913,0.5208333333,0.3872997712,0.6959183673,0.5750469043,0.9052948773,8.307614684
858,941,0.9090909091,1.41509434,2.405498282,1.928374656,0.5009541985,0.6090868196,0,0,0.534706331,8.302805535
859,1717,1.55210643,1.41509434,1.275045537,0.2169421488,3.453947368,0.3872997712,0,0,0,8.300435595
860,2510,0.9090909091,0.9036144578,1.678657074,4.061895551,0.7457386364,0,0,0,0,8.298996629
861,3747,1.80102916,3.157894737,1.275045537,0.2169421488,1.458333333,0.3872997712,0,0,0,8.296544687
862,961,0.4294917681,0.3896103896,1.678657074,3.743315508,0.7720588235,0.7055758207,0,0.5750469043,0,8.293756289
863,16,3.602058319,0.4195804196,0.4474272931,0.2169421488,0.5514705882,1.063629222,0.682,0,1.30621118,8.289319171
864,3206,0.9090909091,0.4195804196,0.8641975309,0.2169421488,1.458333333,0.8483709273,0,1.813609467,1.758361204,8.28848594
865,1316,1.081637909,0.4444444444,0.8641975309,0.5362614913,0.7457386364,0.4510326449,0,0,4.156126482,8.279439139
866,2996,0.9026434558,0.4195804196,0.4474272931,0.5362614913,0.5514705882,0,1.065625,0,4.354037267,8.277045515
867,2065,0.9026434558,1.41509434,1.275045537,0.2169421488,0.5514705882,2.226973684,0,1.684065934,0,8.272235688
868,850,1.081637909,3.846153846,0.8641975309,1.100340582,0.6696428571,0,0,0.7037887486,0,8.265761473
869,2346,0.9090909091,3.157894737,0.4474272931,0.2169421488,1.526162791,0.6090868196,0,0.6736263736,0.7199589182,8.26018999
870,4196,0.2907983106,0.9345794393,2.405498282,1.928374656,1.339285714,0.6598440546,0,0,0.6979754398,8.256355896
871,537,1.55210643,3.846153846,0.4410838059,0.2169421488,0.7720588235,0,0,0.2694505495,1.157402312,8.255197915
872,874,0.2907983106,1.298701299,1.678657074,3.856749311,0.5208333333,0.6090868196,0,0,0,8.254826148
873,120,0.2907983106,0.4444444444,1.678657074,3.856749311,0.8522727273,0.5524275806,0,0.5750469043,0,8.250396353
874,1951,0.9026434558,0.4195804196,1.678657074,3.743315508,0.7543103448,0,0,0,0.7433722163,8.241879019
875,1192,0.2907983106,1.41509434,2.405498282,1.928374656,0.7457386364,0.8483709273,0,0,0.6055283616,8.239403513
876,2534,3.602058319,0.9036144578,0.4474272931,0.2169421488,1.640625,0,0,0,1.428668478,8.239335697
877,3450,3.602058319,0.4444444444,1.218450827,0.2169421488,1.426630435,0.6090868196,0,0,0.7199589182,8.237571912
878,3397,3.602058319,0.4195804196,0.4474272931,0.2169421488,1.238207547,0.8585922638,0,0.7992177314,0.6531055901,8.235131313
879,2653,0.4294917681,0.4444444444,1.678657074,4.061895551,0.7720588235,0.8483709273,0,0,0,8.234918589
880,2972,0.4294917681,0.4444444444,0.4410838059,0.2169421488,0.5009541985,0.6362781955,0,1.209072978,4.354037267,8.232304807
881,3745,0.4294917681,0.9036144578,1.678657074,3.743315508,1.458333333,0,0,0,0,8.213412142
882,538,0.2907983106,2.205882353,0.4474272931,1.100340582,0.9114583333,1.781578947,0,1.473557692,0,8.211043511
883,3889,0.9026434558,1.020408163,0.8641975309,0.5259203606,1.600609756,1.781578947,0,0,1.498930862,8.194289076
884,2336,3.602058319,2.586206897,0.4474272931,0.2169421488,1.339285714,0,0,0,0,8.191920372
885,2771,0.2907983106,2.205882353,1.859229748,0.5259203606,0.6628787879,0,1.065625,0.2694505495,1.30621118,8.185996289
886,2309,1.80102916,0.4195804196,0.4410838059,0.5259203606,0.6433823529,0,0,0,4.354037267,8.185033366
887,2785,1.081637909,0.3896103896,2.405498282,1.928374656,1.682692308,0,0.6959183673,0,0,8.183731911
888,3702,0.4294917681,3.846153846,0.4474272931,0.2169421488,0.8306962025,1.781578947,0,0,0.6305847076,8.182874914
889,4074,1.55210643,0.3896103896,1.678657074,3.856749311,0.7056451613,0,0,0,0,8.182768367
890,315,0.2907983106,0.3896103896,1.678657074,4.061895551,0.5208333333,0.6598440546,0,0.5750469043,0,8.176685618
891,1589,0.9026434558,0.3896103896,1.678657074,4.061895551,0.5009541985,0,0,0,0.6305847076,8.164345377
892,333,0.9026434558,0.3896103896,1.678657074,3.743315508,0.5912162162,0.8585922638,0,0,0,8.164034908
893,776,0.4294917681,1.477832512,0.4410838059,1.100340582,0.7056451613,2.639376218,0,0.5750469043,0.7950850662,8.163902018
894,752,1.80102916,0.3896103896,1.859229748,0.5259203606,1.426630435,0.5524275806,0,0,1.604118993,8.158966666
895,1287,0.9026434558,1.020408163,0.8641975309,0.5259203606,0.9114583333,0,0,3.929487179,0,8.154115023
896,3664,3.602058319,0.4444444444,0.4410838059,0.2169421488,0.6310096154,2.159489633,0,0,0.6531055901,8.148133557
897,179,0.2907983106,0.4444444444,0.4410838059,0.2169421488,1.426630435,0.9020652898,0,0.2694505495,4.156126482,8.147541466
898,2965,3.235747304,1.298701299,0.4410838059,1.100340582,0.7630813953,0.6090868196,0,0,0.6979754398,8.146016644
899,3376,0.2907983106,0.3896103896,1.678657074,3.856749311,0.7211538462,1.207850134,0,0,0,8.144819066
900,3824,1.55210643,0.4195804196,2.405498282,1.928374656,0.4825367647,0.6362781955,0,0,0.7199589182,8.144333666
901,3864,0.4294917681,0.4195804196,2.405498282,1.928374656,0.9242957746,2.036090226,0,0,0,8.143331125
902,3797,3.602058319,1.477832512,0.8641975309,0.2169421488,0.6981382979,0.630647415,0,0,0.6531055901,8.142921814
903,683,0.4294917681,0.3896103896,1.678657074,4.061895551,0.7211538462,0.8585922638,0,0,0,8.139400893
904,131,1.081637909,1.477832512,2.405498282,1.928374656,1.238207547,0,0,0,0,8.131550906
905,529,0.9090909091,3.157894737,1.218450827,0.2169421488,1.458333333,0.4510326449,0,0,0.7143342391,8.126078839
906,2612,0.4294917681,0.4195804196,0.4410838059,0.2169421488,1.238207547,0.6598440546,0,4.715384615,0,8.120534359
907,766,1.55210643,2.205882353,1.218450827,0.5259203606,1.458333333,0,0,0,1.157402312,8.118095615
908,3442,0.2907983106,0.9036144578,0.4410838059,0.5362614913,0.9375,0.8483709273,0,0,4.156126482,8.113755475
909,4195,0.4294917681,0.3896103896,2.405498282,1.928374656,0.7457386364,0.630647415,0,0.6736263736,0.9052948773,8.108282397
910,1815,4.713804714,0.4444444444,0.4474272931,0.2169421488,1.5625,0,0,0,0.7199589182,8.105077518
911,3259,1.55210643,0.3896103896,2.405498282,1.928374656,0.7457386364,0,1.082539683,0,0,8.103868076
912,1830,0.2907983106,3.157894737,0.4474272931,0.5362614913,0.7457386364,0.630647415,0,1.684065934,0.6055283616,8.098362179
913,3593,0.9090909091,1.41509434,1.218450827,0.5259203606,1.396276596,0.7501385042,0,1.178846154,0.6979754398,8.09179313
914,896,0.9026434558,1.298701299,0.4474272931,0.2169421488,0.4825367647,0.3872997712,0,0,4.354037267,8.089587999
915,3144,0.2907983106,0.9036144578,2.405498282,1.928374656,0.800304878,0,0,0,1.758361204,8.086951788
916,24,0.4294917681,1.477832512,2.405498282,1.928374656,1.458333333,0.3872997712,0,0,0,8.086830322
917,4030,4.713804714,0.4444444444,0.4410838059,0.5259203606,1.262019231,0,0.6959183673,0,0,8.083190923
918,2117,0.9090909091,0.4444444444,2.405498282,1.928374656,0.5561440678,1.16824849,0,0,0.6531055901,8.064906439
919,1464,0.2907983106,1.477832512,2.405498282,1.928374656,1.458333333,0,0,0.5016366612,0,8.062473755
920,3192,0.2907983106,2.586206897,0.4410838059,0.2169421488,1.426630435,2.226973684,0,0,0.8708074534,8.059442734
921,2495,0.4294917681,0.9036144578,0.4474272931,0.5259203606,0.800304878,1.018045113,0,3.929487179,0,8.05429105
922,308,0.4294917681,0.3896103896,0.8641975309,1.100340582,1.3125,2.159489633,1.082539683,0,0.7143342391,8.052503825
923,13,0.2907983106,0.3896103896,1.275045537,0.2169421488,1.458333333,2.639376218,1.082539683,0,0.6979754398,8.05062106
924,4040,0.9090909091,0.3896103896,2.405498282,1.928374656,0.5561440678,1.113486842,0,0,0.7433722163,8.045577362
925,3881,1.80102916,0.3896103896,1.859229748,1.100340582,1.822916667,0,1.065625,0,0,8.038751545
926,1666,1.80102916,2.205882353,0.4410838059,0.5362614913,0.5514705882,1.781578947,0,0,0.7199589182,8.037265263
927,2076,3.235747304,0.4444444444,0.4410838059,0.2169421488,0.9242957746,0.630647415,0,2.143356643,0,8.036517536
928,3386,0.9026434558,2.586206897,1.859229748,0.2169421488,0.8989726027,0,0,0.8573426573,0.7143342391,8.035671748
929,3979,1.55210643,0.9345794393,0.4410838059,0.2169421488,0.6981382979,4.191950464,0,0,0,8.034800586
930,1150,3.235747304,0.3896103896,0.4410838059,0.5362614913,0.5009541985,0.8483709273,0,1.473557692,0.6055283616,8.03111417
931,1481,0.4294917681,0.9036144578,2.405498282,1.928374656,1.458333333,0,0,0,0.9052948773,8.030607374
932,845,0.2907983106,1.020408163,0.8641975309,0.2169421488,1.682692308,1.781578947,0,1.473557692,0.6979754398,8.028150541
933,1027,0.4294917681,1.298701299,2.405498282,1.928374656,1.262019231,0,0,0.7037887486,0,8.027873984
934,2632,1.55210643,0.3896103896,1.678657074,3.743315508,0.6628787879,0,0,0,0,8.02656819
935,263,3.602058319,0.3896103896,0.8641975309,0.2169421488,0.5561440678,0.6362781955,0,0,1.758361204,8.023591856
936,3299,1.80102916,0.4195804196,1.218450827,0.2169421488,1.526162791,1.827260459,0,0.2694505495,0.7433722163,8.02224857
937,1068,3.602058319,0.4195804196,1.275045537,0.5259203606,0.7457386364,0,0,0.7992177314,0.6531055901,8.020666594
938,3474,0.9026434558,0.3896103896,1.859229748,1.100340582,0.5514705882,1.781578947,0,0,1.428668478,8.013542189
939,542,0.2907983106,0.3896103896,1.218450827,1.100340582,0.8203125,4.191950464,0,0,0,8.011463073
940,184,1.80102916,1.298701299,1.859229748,0.5362614913,0.8306962025,0,0,1.684065934,0,8.009983834
941,3906,3.602058319,0.9036144578,1.218450827,0.2169421488,0.6696428571,0,0.6959183673,0,0.6979754398,8.004602417
942,3443,0.2907983106,0.4444444444,1.678657074,4.061895551,1.526162791,0,0,0,0,8.001958171
943,2393,1.55210643,3.846153846,0.4410838059,0.5259203606,0.7543103448,0.8797920728,0,0,0,7.99936686
944,2113,1.081637909,0.3896103896,0.4474272931,0.5259203606,0.7457386364,0.4510326449,0,0,4.354037267,7.9954045
945,234,1.55210643,0.9036144578,0.8641975309,1.100340582,0.6981382979,0,0,2.143356643,0.7199589182,7.98171286
946,63,1.80102916,3.846153846,0.4410838059,0.2169421488,0.5912162162,0.3872997712,0,0,0.6979754398,7.981700388
947,316,1.55210643,2.205882353,0.4474272931,0.5259203606,0.8306962025,2.095975232,0,0.322971549,0,7.980979421
948,3884,0.4294917681,1.020408163,0.4474272931,0.2169421488,0.5208333333,0.8797920728,0,3.929487179,0.534706331,7.97908829
949,710,0.9026434558,1.020408163,1.859229748,1.100340582,0.5561440678,1.063629222,0,1.473557692,0,7.975952931
950,207,0.9090909091,0.9345794393,2.405498282,1.928374656,1.339285714,0.4510326449,0,0,0,7.967861645
951,1724,1.55210643,3.846153846,0.8641975309,0.5362614913,0.5561440678,0.6090868196,0,0,0,7.963950186
952,2958,0.4294917681,0.4195804196,2.405498282,1.928374656,0.7211538462,0.8585922638,0,0.5016366612,0.6979754398,7.962303336
953,327,1.80102916,3.157894737,0.4474272931,0.2169421488,0.5561440678,1.781578947,0,0,0,7.961016353
954,2982,0.2907983106,0.4195804196,1.678657074,3.743315508,0.6433823529,0,0.682,0.5016366612,0,7.959370327
955,1867,0.4294917681,2.205882353,1.859229748,0.5259203606,0.6628787879,0.9020652898,0,0.6736263736,0.6979754398,7.95707012
956,4001,0.4294917681,0.4444444444,2.405498282,1.928374656,0.9242957746,1.16824849,0,0,0.6531055901,7.953459005
957,3902,1.55210643,1.477832512,0.4474272931,0.2169421488,0.9375,0.7055758207,0,0,2.61242236,7.949806565
958,3352,0.9090909091,0.9345794393,2.405498282,1.928374656,0.7056451613,0,1.065625,0,0,7.948813447
959,2464,0.2907983106,0.4444444444,1.275045537,0.2169421488,1.526162791,4.191950464,0,0,0,7.945343696
960,3553,3.602058319,0.4444444444,1.218450827,0.5259203606,0.8306962025,0.6090868196,0,0,0.7143342391,7.944991212
961,269,1.55210643,2.586206897,0.4474272931,0.2169421488,1.3125,1.827260459,0,0,0,7.942443227
962,2195,1.55210643,1.298701299,1.859229748,0.2169421488,1.526162791,0.630647415,0,0.8573426573,0,7.941132488
963,3370,0.2907983106,3.846153846,1.218450827,0.2169421488,0.5514705882,1.018045113,0,0,0.7950850662,7.9369459
964,33,0.9026434558,1.020408163,0.8641975309,0.2169421488,1.822916667,2.095975232,0,0.2694505495,0.7433722163,7.935905963
965,3096,1.081637909,0.9036144578,2.405498282,1.928374656,0.6628787879,0.4510326449,0,0.5016366612,0,7.934673398
966,3107,1.80102916,0.3896103896,1.859229748,0.2169421488,0.4825367647,2.639376218,0,0,0.534706331,7.92343076
967,163,4.713804714,0.3896103896,0.4410838059,0.2169421488,0.5561440678,0,0,0,1.604118993,7.921704119
968,3945,0.2907983106,3.157894737,1.275045537,0.5362614913,1.640625,1.018045113,0,0,0,7.918670189
969,2229,0.9026434558,0.9345794393,2.405498282,1.928374656,0.7543103448,0.3872997712,0,0,0.6055283616,7.91823431
970,2281,0.2907983106,3.157894737,1.218450827,0.5259203606,0.5561440678,2.159489633,0,0,0,7.908697936
971,290,1.081637909,1.298701299,1.218450827,0.5259203606,1.339285714,0.630647415,0,0.9430769231,0.8708074534,7.908527901
972,4194,0.2907983106,3.846153846,1.859229748,0.5362614913,0.6628787879,0.3872997712,0,0.322971549,0,7.905593504
973,3039,0.9090909091,0.9345794393,1.218450827,0.2169421488,3.453947368,0.9020652898,0,0.2694505495,0,7.904526532
974,3780,1.081637909,2.586206897,1.275045537,0.2169421488,1.526162791,0,0,1.209072978,0,7.89506826
975,154,0.2907983106,2.586206897,0.8641975309,0.5259203606,1.3671875,0,0,0.5016366612,1.758361204,7.894308464
976,91,1.80102916,0.9345794393,2.405498282,1.928374656,0.5009541985,0,0,0.322971549,0,7.893407284
977,1324,1.80102916,0.4195804196,0.8641975309,0.5259203606,1.238207547,1.207850134,0.6959183673,0.2694505495,0.8708074534,7.892961522
978,3349,0.9026434558,1.477832512,2.405498282,1.928374656,0.6433823529,0,0,0,0.534706331,7.89243759
979,3366,0.4294917681,1.477832512,0.8641975309,0.5259203606,1.822916667,2.159489633,0,0,0.6055283616,7.885376833
980,3330,1.081637909,1.020408163,2.405498282,1.928374656,0.7457386364,0,0,0,0.6979754398,7.879633086
981,3933,0.2907983106,2.205882353,0.4410838059,0.2169421488,0.5009541985,2.095975232,0.6959183673,0,1.428668478,7.876222895
982,2579,0.9090909091,1.477832512,0.4410838059,1.100340582,2.116935484,1.827260459,0,0,0,7.872543752
983,1947,0.4294917681,1.477832512,2.405498282,1.928374656,0.6981382979,0.6598440546,0,0.2694505495,0,7.86863012
984,2932,1.55210643,1.477832512,1.218450827,0.2169421488,0.9242957746,0,0,0.7037887486,1.758361204,7.851777645
985,1131,0.4294917681,0.4195804196,2.405498282,1.928374656,1.458333333,0,0,1.209072978,0,7.850351437
986,1590,0.9026434558,0.3896103896,2.405498282,1.928374656,0.9114583333,0,0,0,1.30621118,7.843796296
987,339,0.2907983106,1.298701299,2.405498282,1.928374656,0.8522727273,0.4510326449,0,0,0.6055283616,7.832206281
988,246,0.2907983106,1.020408163,0.4474272931,1.100340582,1.426630435,2.639376218,0,0.2694505495,0.6305847076,7.825016259
989,5,3.235747304,0.9345794393,0.4474272931,0.5259203606,1.773648649,0,0,0,0.9052948773,7.822617922
990,2548,3.602058319,1.41509434,0.4410838059,0.2169421488,0.8203125,0.4510326449,0,0,0.8708074534,7.817331212
991,2679,0.2907983106,0.9345794393,2.405498282,1.928374656,1.458333333,0,0,0.7992177314,0,7.816801752
992,2151,1.55210643,1.298701299,2.405498282,1.928374656,0.6310096154,0,0,0,0,7.815690282
993,3316,1.081637909,0.9036144578,2.405498282,1.928374656,0.8306962025,0.6598440546,0,0,0,7.809665561
994,1369,3.602058319,1.41509434,0.8641975309,0.5259203606,0.6981382979,0,0,0.7037887486,0,7.809197597
995,1264,0.9090909091,2.586206897,0.4474272931,0.2169421488,1.773648649,0,0.682,0.322971549,0.8708074534,7.809094899
996,1137,0.2907983106,0.4444444444,1.678657074,4.061895551,0.7543103448,0,0,0.5750469043,0,7.80515263
997,309,1.081637909,3.846153846,1.275045537,0.2169421488,0.6628787879,0,0,0,0.7199589182,7.802617147
998,3551,1.80102916,1.41509434,0.4474272931,0.5362614913,1.3671875,0.630647415,0,0,1.604118993,7.801766192
999,116,0.4294917681,3.157894737,1.275045537,0.5362614913,0.9375,0.7501385042,0,0,0.7143342391,7.800666277
1000,2584,1.80102916,0.9345794393,1.218450827,0.5362614913,0.7457386364,0.8797920728,0,1.684065934,0,7.79991756
1001,3777,3.602058319,0.9036144578,0.4474272931,0.2169421488,1.339285714,0.6598440546,0,0,0.6305847076,7.799756695
1002,1680,0.9026434558,2.205882353,1.218450827,0.5362614913,1.822916667,1.113486842,0,0,0,7.799641636
1003,30,0.9026434558,0.4444444444,2.405498282,1.928374656,1.458333333,0.6598440546,0,0,0,7.799138226
1004,132,1.80102916,2.205882353,0.4474272931,0.2169421488,0.6628787879,1.397316821,1.065625,0,0,7.797101564
1005,225,0.9026434558,0.3896103896,1.678657074,4.061895551,0.7630813953,0,0,0,0,7.795887866
1006,888,0.9026434558,0.3896103896,1.218450827,0.5362614913,0.5561440678,4.191950464,0,0,0,7.795060696
1007,3089,0.2907983106,0.9345794393,2.405498282,1.928374656,0.8989726027,1.063629222,0,0.2694505495,0,7.791303062
1008,1992,0.9090909091,0.4195804196,1.859229748,1.100340582,1.396276596,0.630647415,0,1.473557692,0,7.788723361
1009,2847,0.2907983106,1.298701299,1.859229748,0.5259203606,0.4825367647,0.8483709273,0,2.481781377,0,7.787338786
1010,2420,1.55210643,2.205882353,0.4410838059,0.2169421488,1.458333333,0,0.682,0.322971549,0.9052948773,7.784614497
1011,4096,4.713804714,0.4195804196,0.4410838059,0.2169421488,0.5912162162,0,0.682,0,0.7199589182,7.784586222
1012,1725,3.235747304,0.4195804196,1.218450827,0.5362614913,1.396276596,0.9762076424,0,0,0,7.782524279
1013,1995,0.9090909091,1.298701299,0.4410838059,1.100340582,1.822916667,0.4510326449,0,0,1.758361204,7.781527111
1014,4042,0.4294917681,1.41509434,2.405498282,1.928374656,0.7543103448,0.8483709273,0,0,0,7.781140317
1015,837,0.4294917681,2.205882353,1.218450827,1.100340582,0.5912162162,0.6598440546,0,0.2694505495,1.30621118,7.78088753
1016,458,0.4294917681,1.298701299,1.275045537,0.2169421488,1.396276596,0.6090868196,0,0.9430769231,1.604118993,7.772740084
1017,623,3.602058319,1.298701299,0.4410838059,1.928374656,0.5009541985,0,0,0,0,7.771172278
1018,2436,1.081637909,0.3896103896,2.405498282,1.928374656,0.6696428571,0.5524275806,0,0,0.7433722163,7.77056389
1019,2385,0.9026434558,1.020408163,1.218450827,0.5259203606,4.1015625,0,0,0,0,7.768985307
1020,606,1.081637909,0.4444444444,0.4410838059,1.100340582,1.458333333,2.159489633,1.082539683,0,0,7.76786939
1021,1172,0.9090909091,0.4195804196,0.8641975309,0.2169421488,1.988636364,2.159489633,0,1.209072978,0,7.767009983
1022,3182,1.55210643,0.4195804196,0.4474272931,0.2169421488,2.85326087,1.207850134,1.065625,0,0,7.762792295
1023,857,3.235747304,0.4195804196,0.8641975309,0.2169421488,1.526162791,0,0,0,1.498930862,7.761561056
1024,2942,3.235747304,0.4195804196,0.4474272931,0.2169421488,1.682692308,0,0,0,1.758361204,7.760750677
1025,3494,0.2907983106,0.3896103896,2.405498282,1.928374656,0.8989726027,0.4510326449,0.682,0,0.7143342391,7.760621124
1026,2201,0.9026434558,0.4195804196,2.405498282,1.928374656,0.5561440678,0,0,0.7992177314,0.7433722163,7.754830828
1027,124,0.2907983106,0.3896103896,0.4474272931,0.2169421488,1.682692308,4.191950464,0,0,0.534706331,7.754127245
1028,3063,0.9090909091,0.4444444444,0.4410838059,0.5362614913,1.526162791,0.7831116252,0,2.481781377,0.6305847076,7.752521151
1029,4026,3.602058319,1.020408163,1.275045537,0.5259203606,0.6981382979,0,0,0,0.6305847076,7.752155386
1030,982,0.4294917681,3.846153846,0.4474272931,0.5259203606,0.7211538462,1.781578947,0,0,0,7.751726061
1031,70,3.235747304,0.4444444444,0.8641975309,0.2169421488,1.526162791,0.8585922638,0,0,0.6055283616,7.751614844
1032,3639,0.2907983106,3.846153846,0.4410838059,0.2169421488,0.5208333333,0,0,0.6736263736,1.758361204,7.747799022
1033,1108,0.9090909091,0.9036144578,2.405498282,1.928374656,1.600609756,0,0,0,0,7.74718806
1034,2047,0.4294917681,1.41509434,0.4410838059,0.5259203606,1.988636364,2.226973684,0,0,0.7199589182,7.74715924
1035,2106,0.4294917681,2.586206897,0.4410838059,0.2169421488,1.458333333,0,0,0,2.61242236,7.744480313
1036,3290,3.235747304,1.298701299,0.4410838059,0.2169421488,0.6628787879,0.3872997712,0,0,1.498930862,7.741583978
1037,2594,3.235747304,0.9345794393,0.8641975309,0.5259203606,1.526162791,0,0,0,0.6531055901,7.739713015
1038,1773,3.235747304,1.477832512,0.4410838059,0.5259203606,0.7457386364,0,0.682,0,0.6305847076,7.738907326
1039,2499,0.4294917681,1.020408163,0.4410838059,0.2169421488,1.426630435,4.191950464,0,0,0,7.726506785
1040,3335,0.9090909091,0.9036144578,1.859229748,0.5259203606,2.85326087,0,0,0.6736263736,0,7.724742718
1041,3157,0.9090909091,0.4444444444,2.405498282,1.928374656,1.3125,0,0,0,0.7199589182,7.719867209
1042,2454,3.235747304,1.020408163,0.8641975309,0.2169421488,1.682692308,0,0,0,0.6979754398,7.717962894
1043,1561,0.9090909091,0.9036144578,1.678657074,3.743315508,0.4825367647,0,0,0,0,7.717214714
1044,2670,1.081637909,2.586206897,0.8641975309,0.2169421488,1.773648649,0.4510326449,0,0,0.7433722163,7.717037995
1045,3715,3.602058319,1.298701299,0.4474272931,1.100340582,1.262019231,0,0,0,0,7.710546723
1046,1349,0.4294917681,1.298701299,2.405498282,0.5259203606,1.5625,0.6090868196,0,0.2694505495,0.6055283616,7.70617744
1047,792,0.2907983106,3.157894737,0.4410838059,0.5362614913,1.822916667,0.7055758207,0,0.7484737485,0,7.703004581
1048,150,1.55210643,0.9345794393,1.218450827,0.5259203606,0.9242957746,0,0,0.9430769231,1.604118993,7.702548748
1049,4168,4.713804714,0.4195804196,0.4474272931,0.5362614913,1.262019231,0,0,0.322971549,0,7.702064698
1050,3456,0.2907983106,0.4195804196,2.405498282,1.928374656,1.339285714,0,0.682,0,0.6305847076,7.69612209
1051,2553,1.55210643,0.4195804196,2.405498282,1.928374656,0.6696428571,0,0,0,0.7143342391,7.689536883
1052,1490,0.2907983106,0.4195804196,1.678657074,3.743315508,0.6981382979,0.8585922638,0,0,0,7.689081874
1053,1710,1.081637909,0.9345794393,1.859229748,0.5362614913,0.9242957746,0,0,0.7484737485,1.604118993,7.688597103
1054,2654,1.55210643,0.4195804196,0.4410838059,0.5259203606,1.458333333,1.113486842,0,0.6736263736,1.498930862,7.683068428
1055,501,3.602058319,0.4195804196,1.859229748,0.5362614913,0.5561440678,0.7055758207,0,0,0,7.678849866
