Rank,ID,Background,Hair,Skin,Eyes,Body,Head,Accessory,Glasses,Hands,Total
3607,1122,0.4294917681,0.3896103896,0.4474272931,0.2169421488,0.800304878,1.096356275,0,0,0.534706331,3.914839084
3608,370,0.2907983106,0.3896103896,0.4474272931,0.5362614913,0.6433823529,0,0,0,1.604118993,3.911598831
3609,1746,0.2907983106,0.4195804196,0.4474272931,1.100340582,0.6310096154,1.018045113,0,0,0,3.907201333
3610,749,0.9026434558,0.4444444444,0.4474272931,0.2169421488,1.286764706,0,0,0,0.6055283616,3.90375041
3611,3034,0.4294917681,0.3896103896,0.4474272931,0.5259203606,0.7543103448,0.6362781955,0,0,0.7199589182,3.90299727
3612,598,0.4294917681,0.9345794393,0.4410838059,0.2169421488,0.7720588235,0.3872997712,0,0,0.7199589182,3.901414675
3613,371,0.9090909091,0.9036144578,0.4410838059,0.2169421488,0.7720588235,0.3872997712,0,0.2694505495,0,3.899540466
3614,692,0.4294917681,0.9345794393,0.4410838059,0.2169421488,1.215277778,0.6598440546,0,0,0,3.897218994
3615,3018,0.4294917681,1.477832512,0.4474272931,0.2169421488,0.9375,0.3872997712,0,0,0,3.896493493
3616,3440,0.2907983106,1.41509434,0.8641975309,0.5259203606,0.800304878,0,0,0,0,3.89631542
3617,140,0.2907983106,0.9036144578,0.4474272931,0.2169421488,1.339285714,0,0,0,0.6979754398,3.896043364
3618,1304,0.4294917681,1.020408163,0.4410838059,0.2169421488,0.4825367647,0,0,0.6736263736,0.6305847076,3.894673732
3619,247,0.4294917681,0.9345794393,0.4474272931,0.5362614913,0.9375,0.6090868196,0,0,0,3.894346811
3620,2761,0.2907983106,0.4195804196,0.4474272931,0.2169421488,0.5561440678,1.16824849,0,0,0.7950850662,3.894225796
3621,2384,0.2907983106,0.9345794393,0.4474272931,0.2169421488,0.800304878,0.4510326449,0,0.7484737485,0,3.889558463
3622,2038,0.2907983106,0.9345794393,1.275045537,0.5362614913,0.8522727273,0,0,0,0,3.888957506
3623,844,0.4294917681,0.9345794393,0.4474272931,0.2169421488,0.6628787879,0.4510326449,0,0,0.7433722163,3.885724298
3624,1819,0.2907983106,0.4444444444,0.8641975309,0.2169421488,0.6628787879,0,0.682,0,0.7199589182,3.881220141
3625,4192,0.4294917681,0.9345794393,1.218450827,0.5259203606,0.7720588235,0,0,0,0,3.880501218
3626,136,0.2907983106,0.4444444444,0.4474272931,0.5362614913,0.6696428571,0,0,0.8573426573,0.6305847076,3.876501762
3627,687,1.081637909,0.4195804196,0.4474272931,0.5362614913,0.7543103448,0,0,0,0.6305847076,3.869802165
3628,2013,1.80102916,0.4444444444,0.4410838059,0.5362614913,0.6433823529,0,0,0,0,3.866201254
3629,74,0.4294917681,0.4444444444,0.8641975309,0.5362614913,0.6696428571,0.3872997712,0,0,0.534706331,3.866044194
3630,2879,0.9090909091,0.9345794393,0.4410838059,0.2169421488,0.7543103448,0.6090868196,0,0,0,3.865093467
3631,2857,0.2907983106,0.3896103896,0.4474272931,0.5362614913,0.8203125,0.630647415,0,0.7484737485,0,3.863531148
3632,3729,0.9026434558,0.3896103896,0.4474272931,0.5259203606,0.4825367647,1.113486842,0,0,0,3.861625106
3633,523,0.2907983106,0.4195804196,0.8641975309,0.5362614913,0.6628787879,0.5524275806,0,0,0.534706331,3.860850452
3634,2572,0.2907983106,0.4195804196,0.4474272931,0.5259203606,0.5561440678,0.7501385042,0,0,0.8708074534,3.860816409
3635,2766,0.4294917681,1.020408163,0.4474272931,0.5362614913,0.7720588235,0,0,0,0.6531055901,3.858753129
3636,3971,0.2907983106,0.9036144578,0.4410838059,0.2169421488,0.8522727273,0.8797920728,0,0.2694505495,0,3.853954073
3637,2399,1.081637909,0.4444444444,0.8641975309,0.5259203606,0.9375,0,0,0,0,3.853700245
3638,4161,0.2907983106,0.4444444444,0.8641975309,0.2169421488,1.339285714,0,0,0,0.6979754398,3.853643589
3639,1342,0.4294917681,1.020408163,0.4410838059,0.5259203606,0.800304878,0.6362781955,0,0,0,3.853487171
3640,2053,0.2907983106,0.9345794393,0.4410838059,0.2169421488,1.339285714,0,0,0,0.6305847076,3.853274126
3641,1959,0.2907983106,1.020408163,0.4474272931,0.5362614913,0.7630813953,0,0,0,0.7950850662,3.85306172
3642,597,0.2907983106,0.4195804196,0.4474272931,0.2169421488,0.6628787879,1.018045113,0,0,0.7950850662,3.850757139
3643,366,0.2907983106,0.3896103896,1.218450827,0.2169421488,0.6433823529,0.5524275806,0,0,0.534706331,3.84631794
3644,720,0.2907983106,0.3896103896,0.4410838059,0.2169421488,0.5208333333,0.9020652898,1.082539683,0,0,3.843872961
3645,4128,1.80102916,0.4444444444,0.4474272931,0.2169421488,0.6628787879,0,0,0.2694505495,0,3.842172383
3646,220,0.9090909091,0.4444444444,0.4474272931,0.2169421488,1.822916667,0,0,0,0,3.840821462
3647,3583,0.2907983106,0.4444444444,0.4474272931,0.5259203606,1.426630435,0.7055758207,0,0,0,3.840796664
3648,2176,0.4294917681,0.9036144578,0.8641975309,0.2169421488,0.8203125,0,0,0,0.6055283616,3.840086767
3649,4126,0.9090909091,0.4444444444,0.4410838059,1.100340582,0.5561440678,0.3872997712,0,0,0,3.83840358
3650,2860,0.4294917681,0.4444444444,0.4410838059,0.2169421488,1.426630435,0.8797920728,0,0,0,3.838384675
3651,1021,0.9090909091,0.9036144578,0.4410838059,0.2169421488,0.6696428571,0,0,0,0.6979754398,3.838349619
3652,1060,0.4294917681,1.298701299,0.4474272931,0.2169421488,0.7211538462,0,0,0,0.7199589182,3.833675273
3653,317,0.4294917681,0.9036144578,1.218450827,0.5259203606,0.7543103448,0,0,0,0,3.831787758
3654,647,0.9090909091,0.9036144578,0.4410838059,0.2169421488,0.6628787879,0,0,0,0.6979754398,3.831585549
3655,447,0.2907983106,1.020408163,0.4410838059,0.2169421488,0.6433823529,0,0.682,0,0.534706331,3.829321113
3656,2596,0.9026434558,0.9345794393,0.8641975309,0.5362614913,0.5912162162,0,0,0,0,3.828898133
3657,3772,0.4294917681,1.298701299,0.8641975309,0.5362614913,0.6981382979,0,0,0,0,3.826790387
3658,1427,0.2907983106,0.3896103896,0.4410838059,0.2169421488,1.339285714,0.4510326449,0,0,0.6979754398,3.826728454
3659,300,0.2907983106,0.9036144578,1.275045537,0.5259203606,0.8306962025,0,0,0,0,3.826074869
3660,1890,0.2907983106,0.4444444444,1.275045537,0.2169421488,0.6981382979,0.630647415,0,0.2694505495,0,3.825466703
3661,781,0.2907983106,0.9345794393,0.4474272931,0.5259203606,0.5514705882,0.3872997712,0.682,0,0,3.819495763
3662,2884,1.081637909,0.4195804196,0.4410838059,0.5259203606,0.7457386364,0,0,0,0.6055283616,3.819489493
3663,754,1.081637909,0.3896103896,0.4474272931,0.2169421488,1.682692308,0,0,0,0,3.818310048
3664,2307,0.4294917681,0.9036144578,0.8641975309,0.2169421488,0.7211538462,0,0.682,0,0,3.817399752
3665,28,0.2907983106,0.3896103896,0.4410838059,0.5362614913,0.5912162162,0.8483709273,0,0,0.7199589182,3.817300059
3666,3476,0.2907983106,0.3896103896,0.4474272931,0.5259203606,1.526162791,0.6362781955,0,0,0,3.81619734
3667,2460,0.2907983106,1.298701299,0.4474272931,0.2169421488,0.5208333333,0.3872997712,0,0,0.6531055901,3.815107746
3668,2045,0.4294917681,0.4195804196,0.4410838059,0.5259203606,0.7543103448,0.3872997712,0,0.8573426573,0,3.815029128
3669,227,0.4294917681,1.020408163,0.4474272931,0.5362614913,0.7720588235,0.6090868196,0,0,0,3.814734359
3670,2787,0.9090909091,1.41509434,0.4474272931,0.2169421488,0.5561440678,0,0,0.2694505495,0,3.814149308
3671,2509,1.55210643,0.4195804196,0.4410838059,0.2169421488,0.5009541985,0,0.682,0,0,3.812667003
3672,3627,0.2907983106,0.4195804196,0.4410838059,0.5259203606,1.526162791,0.6090868196,0,0,0,3.812632507
3673,138,0.2907983106,1.477832512,0.4474272931,0.2169421488,0.5208333333,0.8585922638,0,0,0,3.812425862
3674,2868,0.2907983106,0.9345794393,0.4410838059,0.2169421488,0.5561440678,0,0,0.5016366612,0.8708074534,3.811991887
3675,3956,0.4294917681,0.9036144578,0.4410838059,0.2169421488,1.215277778,0,0,0,0.6055283616,3.81193832
3676,4036,0.9090909091,0.4444444444,0.4474272931,0.5259203606,0.7630813953,0,0,0,0.7199589182,3.809923321
3677,644,0.2907983106,0.4195804196,0.4474272931,0.5259203606,0.5514705882,0,0,0.9430769231,0.6305847076,3.808858603
3678,823,1.55210643,0.4444444444,0.4410838059,0.5362614913,0.8306962025,0,0,0,0,3.804592374
3679,1154,0.4294917681,0.3896103896,0.4474272931,0.2169421488,0.8203125,0,0,0,1.498930862,3.802714962
3680,3301,0.4294917681,2.205882353,0.4474272931,0.2169421488,0.5009541985,0,0,0,0,3.800697761
3681,1336,0.9026434558,0.9036144578,0.4474272931,0.2169421488,0.7543103448,0,0,0.5750469043,0,3.799984605
3682,3401,0.2907983106,1.020408163,0.4474272931,0.2169421488,1.822916667,0,0,0,0,3.798492582
3683,1827,0.4294917681,0.4195804196,0.4410838059,0.2169421488,0.8522727273,1.16824849,0,0.2694505495,0,3.797069909
3684,721,0.2907983106,0.9345794393,0.4410838059,0.2169421488,1.526162791,0.3872997712,0,0,0,3.796866266
3685,3070,0.4294917681,0.4444444444,1.218450827,0.2169421488,0.4825367647,0,0.682,0.322971549,0,3.796837502
3686,3261,0.2907983106,0.4444444444,0.8641975309,0.2169421488,0.800304878,0,0,1.178846154,0,3.795533467
3687,4087,1.55210643,0.9036144578,0.4474272931,0.2169421488,0.6696428571,0,0,0,0,3.789733187
3688,2908,1.55210643,1.020408163,0.4474272931,0.2169421488,0.5514705882,0,0,0,0,3.788354623
3689,2695,0.4294917681,0.4195804196,0.4410838059,0.2169421488,1.215277778,1.063629222,0,0,0,3.786005142
3690,2497,0.4294917681,1.020408163,0.4474272931,0.2169421488,0.5009541985,1.16824849,0,0,0,3.783472062
3691,2017,0.2907983106,0.3896103896,1.218450827,0.2169421488,0.5561440678,0.6090868196,0,0.5016366612,0,3.782669224
3692,4057,0.2907983106,1.477832512,1.275045537,0.2169421488,0.5208333333,0,0,0,0,3.781451842
3693,2270,0.2907983106,0.4195804196,0.4410838059,0.5362614913,0.8989726027,0.4510326449,0,0,0.7433722163,3.781101491
3694,3218,0.2907983106,1.298701299,0.4474272931,0.2169421488,1.526162791,0,0,0,0,3.780031842
3695,375,0.2907983106,0.3896103896,1.218450827,0.2169421488,0.6433823529,1.018045113,0,0,0,3.777229142
3696,812,0.9090909091,0.4444444444,0.4474272931,0.5259203606,0.6981382979,0.7501385042,0,0,0,3.775159809
3697,1580,0.2907983106,1.298701299,0.4410838059,0.2169421488,1.526162791,0,0,0,0,3.773688355
3698,2244,0.4294917681,0.4444444444,0.4410838059,0.5362614913,0.5912162162,0.6090868196,0,0,0.7199589182,3.771543464
3699,1012,0.9026434558,0.3896103896,0.4410838059,0.2169421488,1.215277778,0,0,0,0.6055283616,3.77108594
3700,2985,0.4294917681,0.9036144578,0.4410838059,0.2169421488,0.8989726027,0.8797920728,0,0,0,3.769896856
3701,321,0.4294917681,0.3896103896,1.275045537,0.2169421488,0.6628787879,0,0,0,0.7950850662,3.769053698
3702,411,0.2907983106,0.4444444444,0.4410838059,0.2169421488,0.5009541985,0,0,0.2694505495,1.604118993,3.767792451
3703,3690,0.2907983106,0.4195804196,0.4474272931,0.5259203606,0.7543103448,0.6090868196,0,0,0.7199589182,3.767082466
3704,1785,0.2907983106,0.4195804196,0.4410838059,0.5362614913,0.7543103448,0.4510326449,0,0,0.8708074534,3.763874471
3705,3060,0.2907983106,0.9036144578,0.4474272931,0.2169421488,0.7211538462,0.3872997712,0,0,0.7950850662,3.762320894
3706,4144,0.2907983106,0.9036144578,0.4410838059,0.5259203606,1.600609756,0,0,0,0,3.762026691
3707,3062,0.2907983106,0.3896103896,0.4410838059,0.2169421488,0.5912162162,0,0,0.6736263736,1.157402312,3.760679556
3708,1147,0.2907983106,1.41509434,0.4410838059,0.5362614913,0.7543103448,0,0,0.322971549,0,3.760519841
3709,421,0.9026434558,0.3896103896,0.4474272931,0.2169421488,0.7720588235,0.7055758207,0,0.322971549,0,3.757229481
3710,141,0.2907983106,1.477832512,0.4410838059,0.2169421488,0.7211538462,0.6090868196,0,0,0,3.756897443
3711,3898,0.2907983106,0.4195804196,0.4410838059,0.5362614913,0.5561440678,0.8797920728,0,0,0.6305847076,3.754244876
3712,4131,0.2907983106,0.3896103896,1.275045537,1.100340582,0.6981382979,0,0,0,0,3.753933117
3713,547,0.9090909091,0.3896103896,0.4474272931,0.2169421488,1.339285714,0.4510326449,0,0,0,3.7533891
3714,3043,0.2907983106,0.3896103896,1.275045537,0.5259203606,0.6628787879,0.6090868196,0,0,0,3.753340206
3715,40,0.4294917681,0.3896103896,0.4410838059,0.2169421488,1.426630435,0.8483709273,0,0,0,3.752129474
3716,2948,0.2907983106,0.4444444444,0.4474272931,0.5259203606,0.6433823529,1.397316821,0,0,0,3.749289583
3717,3283,0.4294917681,0.3896103896,0.8641975309,0.5362614913,0.7457386364,0.7831116252,0,0,0,3.748411441
3718,2447,0.4294917681,0.3896103896,0.4474272931,0.2169421488,0.7457386364,0.4510326449,0,0.322971549,0.7433722163,3.746586646
3719,790,0.2907983106,0.3896103896,1.275045537,0.2169421488,0.8203125,0.7501385042,0,0,0,3.74284739
3720,1109,1.55210643,0.4444444444,0.8641975309,0.2169421488,0.6628787879,0,0,0,0,3.740569342
3721,4108,0.4294917681,0.4444444444,0.4410838059,0.2169421488,1.458333333,0.7501385042,0,0,0,3.740434005
3722,3697,1.081637909,0.3896103896,0.4474272931,1.100340582,0.7211538462,0,0,0,0,3.740170019
3723,1840,0.2907983106,1.020408163,0.4474272931,0.2169421488,0.6981382979,0,1.065625,0,0,3.739339214
3724,1486,0.4294917681,1.020408163,0.8641975309,0.5259203606,0.8989726027,0,0,0,0,3.738990426
3725,2669,1.081637909,0.4444444444,0.4474272931,0.2169421488,0.6981382979,0.8483709273,0,0,0,3.73696102
3726,3381,0.4294917681,0.9345794393,0.4410838059,0.5362614913,0.7211538462,0,0,0.6736263736,0,3.736196724
3727,3577,0.4294917681,0.9345794393,0.4410838059,0.5259203606,0.8522727273,0.5524275806,0,0,0,3.735775682
3728,2560,0.9026434558,0.9036144578,0.4410838059,0.2169421488,0.5208333333,0.7501385042,0,0,0,3.735255706
3729,3423,0.2907983106,0.3896103896,0.4410838059,0.5259203606,1.3671875,0,0,0,0.7199589182,3.734559285
3730,2052,0.2907983106,0.4444444444,0.4410838059,0.2169421488,0.5561440678,0.8797920728,0,0,0.9052948773,3.734499728
3731,1350,0.9026434558,0.3896103896,0.4410838059,0.2169421488,1.458333333,0,0,0.322971549,0,3.731584682
3732,3405,0.2907983106,0.4444444444,0.8641975309,0.2169421488,0.4825367647,0.6362781955,0,0,0.7950850662,3.730282461
3733,1189,0.4294917681,1.020408163,0.8641975309,0.2169421488,0.6628787879,0,0,0,0.534706331,3.72862473
3734,2900,0.2907983106,0.3896103896,0.4410838059,0.2169421488,1.640625,0,0,0,0.7433722163,3.722431871
3735,369,0.9090909091,0.3896103896,0.4474272931,0.2169421488,0.5514705882,1.207850134,0,0,0,3.722391463
3736,1297,1.081637909,0.4444444444,0.4474272931,0.2169421488,1.262019231,0,0,0.2694505495,0,3.721921575
3737,3846,0.2907983106,0.3896103896,0.8641975309,0.2169421488,1.262019231,0,0,0,0.6979754398,3.72154305
3738,508,0.2907983106,1.020408163,0.4474272931,0.5362614913,1.426630435,0,0,0,0,3.721525693
3739,681,0.2907983106,0.3896103896,0.4410838059,0.5362614913,1.426630435,0.6362781955,0,0,0,3.720662628
3740,2692,0.2907983106,0.3896103896,0.4474272931,0.5259203606,0.5514705882,0.6090868196,0,0,0.9052948773,3.719608639
3741,4157,0.4294917681,0.9345794393,0.4410838059,0.5362614913,0.5009541985,0.5524275806,0,0.322971549,0,3.717769833
3742,2359,0.4294917681,0.4444444444,0.4474272931,0.2169421488,1.458333333,0.4510326449,0,0.2694505495,0,3.717122182
3743,2532,0.2907983106,0.4444444444,0.8641975309,0.2169421488,1.262019231,0.6362781955,0,0,0,3.714679861
3744,3375,0.9026434558,0.4444444444,0.4410838059,0.2169421488,0.6628787879,0,0,0.322971549,0.7199589182,3.71092311
3745,336,0.2907983106,2.205882353,0.4410838059,0.2169421488,0.5561440678,0,0,0,0,3.710850686
3746,4000,0.9026434558,0.4195804196,0.8641975309,0.2169421488,0.6981382979,0.6090868196,0,0,0,3.710588673
3747,1768,0.2907983106,0.9036144578,0.4474272931,0.2169421488,0.9242957746,0.3872997712,0,0,0.534706331,3.705084087
3748,3436,0.2907983106,0.4444444444,0.8641975309,0.2169421488,0.8306962025,0.5524275806,0,0.5016366612,0,3.701142879
3749,2320,0.9026434558,0.4195804196,1.218450827,0.2169421488,0.5561440678,0.3872997712,0,0,0,3.70106069
3750,570,0.4294917681,0.3896103896,0.8641975309,0.2169421488,0.5912162162,1.207850134,0,0,0,3.699308187
3751,0,0.2907983106,1.298701299,0.4410838059,0.2169421488,0.7543103448,0,0.6959183673,0,0,3.697754276
3752,2606,0.9026434558,1.298701299,0.4474272931,0.2169421488,0.8306962025,0,0,0,0,3.696410399
3753,4197,0.2907983106,0.3896103896,0.4410838059,0.5362614913,0.8306962025,1.207850134,0,0,0,3.696300334
3754,2280,0.2907983106,0.3896103896,1.218450827,0.5259203606,0.5208333333,0,0,0.7484737485,0,3.694086969
3755,1185,0.4294917681,0.3896103896,0.4474272931,0.2169421488,1.339285714,0,0,0,0.8708074534,3.693564767
3756,1439,0.4294917681,0.9036144578,1.218450827,0.2169421488,0.9242957746,0,0,0,0,3.692794976
3757,1788,0.9090909091,0.3896103896,0.8641975309,0.2169421488,1.3125,0,0,0,0,3.692340978
3758,3111,0.4294917681,0.9345794393,0.4410838059,0.2169421488,0.5009541985,1.16824849,0,0,0,3.691299851
3759,4083,0.2907983106,0.4444444444,1.218450827,0.5362614913,0.6628787879,0,0,0,0.534706331,3.687540192
3760,786,0.2907983106,0.4195804196,0.8641975309,0.2169421488,0.8306962025,1.063629222,0,0,0,3.685843835
3761,2105,0.2907983106,0.4444444444,0.8641975309,0.2169421488,0.5514705882,0.7831116252,0,0,0.534706331,3.685670979
3762,2018,0.4294917681,0.9345794393,0.4474272931,0.5362614913,0.7056451613,0,0,0,0.6305847076,3.683989861
3763,274,0.9090909091,0.4444444444,0.4410838059,0.5259203606,0.7543103448,0.6090868196,0,0,0,3.683936685
3764,3019,0.2907983106,0.3896103896,0.4410838059,0.2169421488,0.800304878,0.8483709273,0.6959183673,0,0,3.683028828
3765,360,0.4294917681,0.4195804196,1.275045537,0.2169421488,1.339285714,0,0,0,0,3.680345588
3766,4018,0.9090909091,0.4444444444,0.4474272931,0.5362614913,1.339285714,0,0,0,0,3.676509852
3767,2110,0.2907983106,1.020408163,0.4410838059,0.5362614913,0.7056451613,0,0.682,0,0,3.676196932
3768,2455,0.4294917681,0.9345794393,0.4474272931,0.5362614913,0.7211538462,0,0,0,0.6055283616,3.6744422
3769,231,0.2907983106,0.3896103896,0.4474272931,0.2169421488,1.458333333,0,0,0,0.8708074534,3.673918929
3770,2196,1.081637909,0.3896103896,0.8641975309,0.5362614913,0.800304878,0,0,0,0,3.672012199
3771,819,0.4294917681,1.41509434,0.8641975309,0.2169421488,0.7457386364,0,0,0,0,3.671464424
3772,2558,1.80102916,0.4444444444,0.4410838059,0.2169421488,0.7630813953,0,0,0,0,3.666580954
3773,325,0.4294917681,0.9345794393,0.4410838059,0.2169421488,0.9242957746,0,0,0,0.7199589182,3.666351855
3774,2528,0.4294917681,0.4195804196,1.275045537,0.2169421488,0.7720588235,0.5524275806,0,0,0,3.665546278
3775,3453,0.2907983106,0.9036144578,0.8641975309,0.2169421488,0.6696428571,0,0,0,0.7199589182,3.665154223
3776,1262,1.081637909,0.9036144578,0.4474272931,0.5259203606,0.7056451613,0,0,0,0,3.664245182
3777,4050,0.4294917681,0.9036144578,0.4474272931,0.5362614913,0.5514705882,0,0,0,0.7950850662,3.663350665
3778,4117,0.2907983106,0.9345794393,0.4474272931,0.5259203606,0.5208333333,0,0,0.9430769231,0,3.66263566
3779,3796,0.4294917681,0.4444444444,0.4474272931,1.100340582,0.5208333333,0,0,0,0.7199589182,3.662496339
3780,2583,1.081637909,0.3896103896,0.4474272931,0.2169421488,1.526162791,0,0,0,0,3.661780531
3781,1305,0.2907983106,0.9345794393,0.8641975309,0.2169421488,0.4825367647,0,0,0,0.8708074534,3.659861648
3782,780,0.9090909091,0.4195804196,0.4410838059,0.5362614913,0.4825367647,0,0,0,0.8708074534,3.659360844
3783,1203,0.2907983106,0.3896103896,0.4474272931,0.2169421488,0.6628787879,0.9020652898,0,0.7484737485,0,3.658195968
3784,199,0.2907983106,0.4444444444,0.4474272931,0.2169421488,1.682692308,0,0,0.5750469043,0,3.657351409
3785,2883,0.4294917681,0.3896103896,0.4474272931,0.2169421488,0.5514705882,0.9020652898,0,0,0.7199589182,3.656966396
3786,2494,0.2907983106,0.4444444444,1.275045537,0.2169421488,0.8203125,0.6090868196,0,0,0,3.656629761
3787,831,0.4294917681,0.4444444444,0.4410838059,1.100340582,0.5208333333,0,0,0,0.7199589182,3.656152852
3788,1630,0.2907983106,0.4444444444,0.4474272931,0.2169421488,0.8989726027,0.6090868196,0,0.7484737485,0,3.656145368
3789,636,0.4294917681,0.4195804196,0.8641975309,0.2169421488,0.8203125,0.9020652898,0,0,0,3.652589657
3790,3815,0.2907983106,0.4195804196,0.4410838059,0.2169421488,1.426630435,0,0,0.8573426573,0,3.652377777
3791,2490,0.9090909091,0.4195804196,0.4474272931,0.2169421488,0.800304878,0.8585922638,0,0,0,3.651937912
3792,1854,0.9026434558,0.3896103896,0.4474272931,0.5259203606,0.7543103448,0,0,0,0.6305847076,3.650496552
3793,2099,0.2907983106,0.9345794393,1.218450827,0.5362614913,0.6696428571,0,0,0,0,3.649732925
3794,1389,0.2907983106,0.9036144578,0.4474272931,0.2169421488,0.4825367647,0.4510326449,0,0.8573426573,0,3.649694277
3795,583,0.2907983106,1.020408163,0.8641975309,0.2169421488,0.5514705882,0.7055758207,0,0,0,3.649392562
3796,702,0.4294917681,0.4444444444,0.4474272931,0.5259203606,0.7056451613,1.096356275,0,0,0,3.649285303
3797,2718,0.9026434558,0.3896103896,0.4474272931,0.2169421488,0.4825367647,0,0,1.209072978,0,3.64823303
3798,2376,0.2907983106,0.9036144578,0.4410838059,1.100340582,0.9114583333,0,0,0,0,3.647295489
3799,1893,0.9090909091,0.3896103896,0.4474272931,0.2169421488,1.682692308,0,0,0,0,3.645763048
3800,2428,0.2907983106,0.3896103896,0.4474272931,0.5259203606,0.4825367647,0,0,0,1.498930862,3.635223981
3801,68,0.2907983106,0.4195804196,0.4410838059,1.100340582,0.6628787879,0,0,0,0.7199589182,3.634640824
3802,1759,0.4294917681,0.3896103896,0.4474272931,0.5362614913,1.215277778,0.6090868196,0,0,0,3.627155539
3803,384,0.9026434558,0.4195804196,0.8641975309,0.2169421488,0.5912162162,0,0,0,0.6305847076,3.625164479
3804,2174,0.2907983106,1.020408163,0.4410838059,0.5259203606,0.5514705882,0,0,0,0.7950850662,3.624766295
3805,2836,0.2907983106,0.4195804196,0.4410838059,0.2169421488,0.4825367647,1.16824849,0,0,0.6055283616,3.624718301
3806,1719,0.2907983106,0.4195804196,1.218450827,0.2169421488,0.7543103448,0,0,0,0.7199589182,3.620040969
3807,1977,0.9026434558,0.4195804196,0.8641975309,0.2169421488,1.215277778,0,0,0,0,3.618641333
3808,2542,0.2907983106,0.4195804196,0.4474272931,0.5362614913,1.286764706,0.6362781955,0,0,0,3.617110416
3809,2807,0.2907983106,0.3896103896,1.218450827,0.2169421488,0.7056451613,0,0,0,0.7950850662,3.616531903
3810,4134,0.2907983106,0.4195804196,0.4474272931,0.2169421488,1.339285714,0.9020652898,0,0,0,3.616099176
3811,2214,0.4294917681,0.3896103896,0.4410838059,0.2169421488,1.238207547,0,0,0.2694505495,0.6305847076,3.615370917
3812,43,0.2907983106,1.298701299,0.4474272931,0.2169421488,0.7543103448,0,0,0,0.6055283616,3.613707758
3813,3394,0.9090909091,0.4195804196,1.275045537,0.2169421488,0.5208333333,0,0,0.2694505495,0,3.610942898
3814,2152,0.4294917681,0.9345794393,0.4410838059,0.5259203606,0.6433823529,0.6362781955,0,0,0,3.610735922
3815,2788,0.9026434558,0.4195804196,0.4410838059,0.5259203606,0.6433823529,0,0,0.6736263736,0,3.606236769
3816,3647,1.081637909,0.4195804196,0.4474272931,1.100340582,0.5561440678,0,0,0,0,3.605130271
3817,208,0.2907983106,0.9345794393,0.4474272931,1.100340582,0.8306962025,0,0,0,0,3.603841827
3818,889,0.2907983106,0.3896103896,0.8641975309,0.5362614913,0.6628787879,0.8585922638,0,0,0,3.602338774
3819,632,0.9090909091,0.3896103896,0.4410838059,0.2169421488,0.9242957746,0,0,0,0.7199589182,3.600981946
3820,3911,0.2907983106,0.3896103896,0.4474272931,0.5259203606,1.339285714,0,0,0,0.6055283616,3.59857043
3821,3616,0.2907983106,0.4195804196,0.4410838059,0.5362614913,1.640625,0,0,0.2694505495,0,3.597799577
3822,2169,0.2907983106,0.4444444444,1.218450827,0.2169421488,0.5208333333,0,0,0,0.9052948773,3.596763941
3823,4166,0.4294917681,0.9345794393,0.4410838059,0.2169421488,0.5561440678,1.018045113,0,0,0,3.596286343
3824,650,0.4294917681,1.41509434,0.4410838059,0.2169421488,0.4825367647,0.6090868196,0,0,0,3.594235647
3825,2306,0.2907983106,0.9345794393,0.4474272931,1.100340582,0.8203125,0,0,0,0,3.593458125
3826,2051,0.2907983106,0.3896103896,0.4410838059,0.2169421488,0.5561440678,0.9020652898,0,0,0.7950850662,3.591729079
3827,630,0.2907983106,0.4195804196,0.4474272931,0.2169421488,0.7056451613,0.8797920728,0,0,0.6305847076,3.590770114
3828,210,0.2907983106,1.41509434,0.4474272931,0.2169421488,1.215277778,0,0,0,0,3.58553987
3829,2475,0.2907983106,0.4195804196,0.4410838059,0.2169421488,1.5625,0,0,0,0.6531055901,3.584010275
3830,2366,0.9090909091,0.9345794393,0.4410838059,0.2169421488,0.6310096154,0.4510326449,0,0,0,3.583738563
3831,4162,0.2907983106,0.9345794393,0.4410838059,0.2169421488,1.3125,0.3872997712,0,0,0,3.583203476
3832,353,0.4294917681,1.477832512,0.4410838059,0.5362614913,0.6981382979,0,0,0,0,3.582807876
3833,3382,1.081637909,0.3896103896,0.4474272931,0.2169421488,0.6981382979,0,0,0.7484737485,0,3.582229787
3834,967,1.081637909,0.4195804196,0.4474272931,0.2169421488,0.7543103448,0.6598440546,0,0,0,3.57974217
3835,1651,0.2907983106,0.4444444444,0.4474272931,0.5362614913,0.9375,0,0,0.2694505495,0.6531055901,3.578987679
3836,3267,0.9090909091,0.4195804196,0.4410838059,1.100340582,0.7056451613,0,0,0,0,3.575740877
3837,1048,0.4294917681,0.4195804196,0.4474272931,0.2169421488,1.526162791,0,0,0,0.534706331,3.574310751
3838,3077,0.2907983106,1.298701299,0.4410838059,0.2169421488,0.9375,0.3872997712,0,0,0,3.572325335
3839,3235,0.4294917681,0.4195804196,0.8641975309,0.2169421488,1.640625,0,0,0,0,3.570836867
3840,869,0.4294917681,0.4195804196,0.4410838059,0.2169421488,1.526162791,0,0,0,0.534706331,3.567967264
3841,2383,0.9026434558,0.4195804196,0.4474272931,0.5362614913,1.262019231,0,0,0,0,3.567931891
3842,2633,0.9090909091,1.020408163,0.4410838059,0.5259203606,0.6696428571,0,0,0,0,3.566146096
3843,3361,0.2907983106,0.3896103896,0.4410838059,1.100340582,0.4825367647,0.8585922638,0,0,0,3.562962116
